age,policy_number,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
39,865201,2000,1140.15,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,3,YES,0,3,NO,46200,4200,8400,33600,N
32,140977,1000,1310.71,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,1,YES,0,1,NO,57700,5770,5770,46160,N
48,787351,2000,1730.49,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,3,NO,2,0,NO,56160,4680,9360,42120,N
56,728025,500,1935.85,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,1,None,2,3,None,92730,16860,8430,67440,Y
33,804608,1000,855.14,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,1,YES,0,1,YES,30700,3070,6140,21490,N
24,718829,2000,1568.47,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,1,NO,2,0,None,56600,11320,5660,39620,N
30,331170,2000,1370.92,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1,YES,0,3,None,34800,3480,6960,24360,N
34,910365,1000,828.42,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,1,None,2,2,NO,56000,5600,5600,44800,N
29,379268,500,1209.63,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,1,YES,1,0,YES,73260,16280,0,56980,Y
42,135400,500,989.97,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,1,NO,0,1,NO,48000,4800,9600,33600,N
37,798579,1000,1114.23,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,YES,0,1,YES,52200,10440,5220,36540,N
33,322613,1000,1183.48,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,1,None,2,3,NO,55200,13800,9200,32200,Y
43,871305,2000,1537.13,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,NO,0,2,YES,57060,6340,6340,44380,N
30,488037,1000,1173.25,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,None,Minor Damage,None,WV,Arlington,1,NO,0,3,YES,4680,520,520,3640,N
56,485813,1000,1361.16,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,1,NO,2,0,YES,53100,5310,5310,42480,Y
25,907113,2000,1143.06,FEMALE,Masters,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,3,NO,0,1,YES,72900,14580,14580,43740,N
38,833321,500,1405.71,FEMALE,PhD,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,1,None,0,1,NO,70700,7070,14140,49490,N
30,521592,500,1354.2,FEMALE,College,adm-clerical,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,None,0,0,None,60170,5470,10940,43760,N
42,254837,500,1055.6,MALE,High School,exec-managerial,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,1,None,1,1,None,74800,13600,6800,54400,Y
41,634499,1000,999.43,MALE,College,prof-specialty,wife,25800,0,Vehicle Theft,None,Trivial Damage,Police,WV,Northbend,1,YES,2,0,None,4100,820,410,2870,N
47,574707,2000,1155.97,MALE,High School,prof-specialty,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,1,YES,0,3,None,61490,5590,11180,44720,N
29,476839,1000,1726.91,MALE,High School,other-service,own-child,0,0,Vehicle Theft,None,Trivial Damage,None,VA,Hillsdale,1,None,0,0,None,7200,720,1440,5040,N
34,149601,500,1232.57,FEMALE,PhD,machine-op-inspct,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,3,None,0,0,None,45100,8200,4100,32800,N
41,500639,1000,1324.78,FEMALE,PhD,prof-specialty,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1,NO,2,2,YES,76400,15280,7640,53480,Y
32,907012,2000,1246.68,FEMALE,PhD,priv-house-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,1,None,0,1,None,53100,5900,5900,41300,N
28,866805,500,1082.36,FEMALE,Associate,prof-specialty,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3,NO,2,2,NO,60500,12100,6050,42350,N
26,951863,1000,1270.55,MALE,Masters,protective-serv,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,3,YES,2,3,NO,84920,7720,15440,61760,Y
32,684653,2000,1106.84,MALE,PhD,other-service,wife,43100,-31900,Vehicle Theft,None,Minor Damage,Police,SC,Riverwood,1,YES,1,1,YES,5600,1120,560,3920,N
24,326180,2000,1304.46,FEMALE,PhD,machine-op-inspct,other-relative,51700,-33300,Vehicle Theft,None,Trivial Damage,None,NC,Arlington,1,NO,0,3,YES,5940,540,1080,4320,Y
34,620075,500,1257.36,FEMALE,PhD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,3,YES,1,1,None,51370,9340,4670,37360,Y
43,965187,500,1257.04,MALE,Associate,protective-serv,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,1,NO,2,2,YES,51600,10320,5160,36120,N
44,516182,2000,719.52,FEMALE,High School,farming-fishing,own-child,45800,0,Parked Car,None,Trivial Damage,None,SC,Arlington,1,NO,0,3,None,5400,600,600,4200,N
48,264221,1000,1243.68,MALE,Masters,protective-serv,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,3,None,0,2,None,54960,6870,0,48090,Y
47,602704,1000,1189.04,FEMALE,Associate,prof-specialty,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,3,NO,1,3,None,39800,7960,3980,27860,N
37,672416,2000,1375.29,FEMALE,Masters,armed-forces,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,3,None,0,1,None,56160,6240,6240,43680,Y
42,545506,500,1389.13,MALE,Associate,priv-house-serv,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,1,NO,0,3,None,52700,5270,10540,36890,N
43,777533,1000,1387.51,FEMALE,Associate,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,3,YES,1,3,None,68580,7620,7620,53340,N
53,369781,2000,1166.62,MALE,Associate,priv-house-serv,wife,0,0,Parked Car,None,Trivial Damage,Police,NC,Northbend,1,NO,0,3,NO,5700,570,570,4560,N
21,990998,1000,1556.31,MALE,Associate,prof-specialty,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,3,YES,2,0,YES,94930,8630,8630,77670,N
46,331683,2000,1578.54,MALE,Associate,handlers-cleaners,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,1,NO,1,3,YES,83490,7590,15180,60720,N
36,364055,500,1488.26,FEMALE,College,machine-op-inspct,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,3,NO,2,2,None,57900,5790,5790,46320,N
36,521854,1000,1096.39,MALE,High School,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,3,None,1,3,YES,49410,5490,5490,38430,N
45,737252,2000,1215.36,MALE,Associate,tech-support,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,3,None,0,1,NO,66200,6620,6620,52960,N
43,898519,1000,954.18,FEMALE,College,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,3,None,2,3,YES,42500,8500,4250,29750,N
30,957816,2000,1193.4,MALE,PhD,exec-managerial,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,3,NO,2,3,None,48950,8900,4450,35600,N
40,489618,1000,1524.45,FEMALE,Masters,other-service,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,3,YES,0,2,YES,82400,8240,8240,65920,N
44,717044,1000,1653.32,FEMALE,College,other-service,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,1,YES,2,0,None,54240,6780,6780,40680,N
26,101421,1000,1022.46,FEMALE,Associate,armed-forces,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,3,None,0,2,None,74200,7420,7420,59360,N
53,793948,2000,1396.43,FEMALE,Associate,priv-house-serv,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1,YES,2,1,None,47430,5270,5270,36890,N
43,737483,500,1521.55,FEMALE,Associate,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,1,None,1,3,YES,68200,13640,6820,47740,Y
44,664732,2000,1396.89,FEMALE,College,priv-house-serv,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,3,NO,1,2,YES,66900,6690,13380,46830,Y
45,219028,1000,1311.3,FEMALE,Associate,machine-op-inspct,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,3,YES,0,0,YES,52650,5850,5850,40950,Y
49,130156,2000,1277.12,FEMALE,PhD,armed-forces,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,1,None,0,2,YES,42240,7680,7680,26880,N
39,599031,500,1558.29,FEMALE,Masters,protective-serv,unmarried,0,-49300,Vehicle Theft,None,Trivial Damage,Police,WV,Springfield,1,YES,1,2,None,7700,770,1540,5390,N
37,985446,2000,1896.91,FEMALE,PhD,handlers-cleaners,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,3,YES,1,3,NO,54400,5440,10880,38080,Y
30,258265,1000,1073.83,FEMALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,1,None,0,0,NO,85690,15580,15580,54530,N
31,569714,1000,1051.67,FEMALE,Associate,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,3,YES,0,3,NO,34160,0,4270,29890,Y
30,556538,1000,1851.78,FEMALE,High School,craft-repair,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,1,NO,1,0,YES,61740,6860,6860,48020,N
55,669501,500,1270.29,MALE,College,armed-forces,husband,24000,-50500,Parked Car,None,Minor Damage,None,VA,Arlington,1,NO,0,0,NO,6400,640,640,5120,N
38,753005,2000,1253.44,FEMALE,Masters,craft-repair,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,3,NO,2,0,NO,56320,10240,5120,40960,N
35,330119,1000,1125.4,MALE,Masters,adm-clerical,husband,40000,-43400,Vehicle Theft,None,Trivial Damage,None,WV,Columbus,1,None,2,1,NO,2640,220,440,1980,N
33,164464,500,1294.41,MALE,High School,transport-moving,husband,0,0,Vehicle Theft,None,Minor Damage,None,NC,Arlington,1,YES,0,0,None,8970,1380,1380,6210,N
38,231508,500,1367.99,MALE,High School,armed-forces,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,3,None,0,3,None,55200,11040,5520,38640,Y
45,272910,500,1594.37,MALE,Associate,exec-managerial,own-child,0,0,Parked Car,None,Trivial Damage,None,SC,Riverwood,1,NO,0,3,YES,7260,660,1320,5280,N
43,950542,500,911.53,FEMALE,PhD,sales,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,1,NO,0,1,NO,59200,0,11840,47360,N
34,291544,500,1319.97,FEMALE,Associate,craft-repair,own-child,73700,0,Vehicle Theft,None,Minor Damage,None,NC,Arlington,1,YES,1,3,None,4700,470,940,3290,N
33,388616,2000,1391.63,MALE,Associate,sales,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,1,YES,0,3,NO,69400,6940,6940,55520,N
21,577992,500,915.41,FEMALE,High School,exec-managerial,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,1,YES,0,0,NO,40500,4050,4050,32400,N
30,491170,500,1412.76,MALE,PhD,armed-forces,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,1,YES,2,3,NO,67320,11220,11220,44880,N
27,175553,500,1588.26,FEMALE,High School,tech-support,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,3,YES,2,1,YES,75690,8410,8410,58870,N
31,439341,1000,1140.91,MALE,Associate,adm-clerical,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,3,NO,1,2,None,64300,6430,6430,51440,Y
53,868031,2000,912.29,FEMALE,High School,priv-house-serv,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,3,None,1,2,None,97080,16180,16180,64720,N
38,744557,1000,1281.43,FEMALE,Masters,transport-moving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,3,None,0,2,NO,30700,3070,6140,21490,N
48,159536,2000,1101.85,FEMALE,College,sales,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,1,NO,1,2,YES,33480,3720,3720,26040,N
36,155604,500,1185.44,MALE,Masters,exec-managerial,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,3,YES,2,1,YES,42680,3880,7760,31040,Y
37,991553,500,920.81,FEMALE,High School,sales,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,1,YES,2,0,None,71190,0,7910,63280,Y
38,727443,500,922.85,MALE,High School,adm-clerical,husband,70300,-70900,Vehicle Theft,None,Trivial Damage,None,NY,Hillsdale,1,None,1,1,YES,3600,400,400,2800,N
41,378587,2000,1107.59,MALE,PhD,tech-support,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,1,NO,1,3,NO,62640,10440,10440,41760,N
36,420948,500,1272.46,MALE,College,prof-specialty,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,3,YES,2,1,None,69630,12660,6330,50640,N
33,457188,1000,1340.24,MALE,High School,protective-serv,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,3,YES,1,0,None,76010,13820,6910,55280,Y
38,987524,500,1381.14,FEMALE,College,other-service,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,3,NO,0,3,NO,57200,5200,10400,41600,N
31,524215,2000,951.27,FEMALE,PhD,other-service,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,1,YES,1,0,YES,75790,13780,6890,55120,N
46,398484,2000,1177.57,FEMALE,Associate,adm-clerical,husband,0,-65500,Vehicle Theft,None,Minor Damage,Police,VA,Arlington,1,None,2,3,NO,3870,430,860,2580,N
38,752504,1000,1055.09,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1,None,0,3,YES,91520,8320,16640,66560,Y
32,449263,500,1479.48,MALE,Masters,prof-specialty,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1,YES,1,3,YES,74690,6790,13580,54320,Y
30,844007,2000,1827.38,MALE,Associate,priv-house-serv,other-relative,0,-15900,Vehicle Theft,None,Trivial Damage,Police,VA,Springfield,1,YES,1,3,None,4620,420,840,3360,N
34,607687,2000,1270.21,FEMALE,College,sales,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,3,NO,1,1,None,55260,6140,0,49120,N
37,291902,1000,1115.81,FEMALE,Masters,machine-op-inspct,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,3,YES,1,3,None,48780,5420,10840,32520,N
31,149839,1000,1457.65,FEMALE,College,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,3,NO,1,3,None,52380,5820,5820,40740,N
40,643226,1000,1693.83,MALE,High School,protective-serv,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,1,None,1,0,None,53400,5340,5340,42720,N
59,535879,1000,1685.69,FEMALE,High School,protective-serv,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,1,None,2,2,YES,71800,14360,14360,43080,N
31,746630,500,1054.92,FEMALE,PhD,prof-specialty,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1,None,0,0,None,68240,8530,0,59710,Y
47,720356,1000,1013.61,FEMALE,Associate,craft-repair,own-child,45700,-41400,Parked Car,None,Minor Damage,None,NY,Springfield,1,None,1,1,YES,5590,860,860,3870,N
48,724752,500,958.3,FEMALE,PhD,machine-op-inspct,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,3,None,0,0,None,46860,8520,8520,29820,N
31,148498,2000,1112.04,FEMALE,PhD,other-service,own-child,52800,-54300,Parked Car,None,Minor Damage,None,SC,Arlington,1,NO,1,3,NO,4290,780,780,2730,N
57,110122,2000,1206.26,FEMALE,Associate,armed-forces,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,3,YES,0,0,NO,78500,15700,7850,54950,N
42,281388,1000,763.67,MALE,Associate,prof-specialty,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1,YES,1,3,YES,70830,7870,7870,55090,N
56,728600,500,1042.56,MALE,High School,handlers-cleaners,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,3,NO,0,2,NO,68040,15120,7560,45360,N
63,531160,500,1006.99,FEMALE,Masters,sales,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1,NO,0,3,None,43560,4840,4840,33880,N
31,889003,1000,1328.26,MALE,Masters,sales,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,1,NO,1,1,NO,60840,13520,6760,40560,N
55,193213,1000,1250.08,FEMALE,PhD,tech-support,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,3,None,2,3,YES,68160,11360,11360,45440,N
27,557218,500,982.7,FEMALE,College,transport-moving,unmarried,30800,-43700,Parked Car,None,Minor Damage,None,SC,Arlington,1,NO,1,0,NO,5170,940,470,3760,N
37,125591,1000,1412.06,FEMALE,Masters,protective-serv,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,1,None,0,3,None,57700,5770,5770,46160,N
43,791425,2000,1585.54,MALE,High School,protective-serv,not-in-family,42600,-44400,Vehicle Theft,None,Minor Damage,None,WV,Hillsdale,1,NO,1,0,YES,4620,420,840,3360,N
32,433663,2000,1356.64,MALE,Masters,machine-op-inspct,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,3,YES,0,3,YES,83160,15120,15120,52920,N
42,471938,2000,1387.7,FEMALE,High School,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,1,NO,2,1,NO,86130,15660,15660,54810,N
25,564654,1000,1004.14,MALE,Masters,priv-house-serv,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,3,NO,1,3,NO,48000,9600,4800,33600,N
35,645723,500,1107.07,FEMALE,High School,protective-serv,husband,0,-45300,Vehicle Theft,None,Minor Damage,Police,VA,Hillsdale,1,NO,0,0,YES,3300,600,600,2100,N
35,437960,1000,1074.99,FEMALE,Associate,adm-clerical,husband,0,-48800,Vehicle Theft,None,Trivial Damage,Police,VA,Columbus,1,None,2,0,None,7590,1380,690,5520,N
37,649800,1000,1007.0,FEMALE,PhD,transport-moving,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,1,NO,0,2,None,80080,12320,12320,55440,N
37,390256,1000,1200.33,FEMALE,High School,craft-repair,own-child,0,-36400,Vehicle Theft,None,Minor Damage,Police,WV,Springfield,1,None,2,1,YES,3900,390,780,2730,Y
26,488597,1000,1343.0,MALE,Masters,handlers-cleaners,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,1,None,0,0,NO,90400,9040,9040,72320,N
32,931901,1000,1433.42,FEMALE,Associate,protective-serv,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,1,YES,1,2,NO,54200,5420,10840,37940,Y
55,844062,500,862.19,MALE,High School,adm-clerical,unmarried,69400,0,Vehicle Theft,None,Trivial Damage,Police,SC,Northbend,1,None,2,3,None,6600,600,1200,4800,N
25,732169,500,1863.04,FEMALE,Associate,priv-house-serv,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,1,NO,2,1,None,67800,13560,6780,47460,N
44,221854,2000,1181.64,MALE,College,other-service,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1,None,1,1,YES,55400,5540,11080,38780,Y
37,776950,1000,1060.74,MALE,PhD,tech-support,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1,YES,2,3,None,49100,9820,4910,34370,Y
33,889764,1000,1200.09,FEMALE,Associate,craft-repair,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,3,None,2,2,None,70400,14080,7040,49280,N
42,929306,500,1093.83,MALE,Associate,adm-clerical,other-relative,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,3,None,1,1,NO,53280,4440,8880,39960,Y
32,515457,1000,988.93,FEMALE,High School,craft-repair,unmarried,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,1,None,2,3,YES,84590,15380,15380,53830,N
37,556270,1000,1331.94,FEMALE,Masters,farming-fishing,not-in-family,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,1,NO,0,2,YES,54560,9920,9920,34720,N
40,908935,1000,1361.45,MALE,PhD,handlers-cleaners,unmarried,39300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,1,YES,0,2,YES,82170,7470,7470,67230,N
44,525862,2000,1188.51,MALE,College,handlers-cleaners,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,3,None,1,2,NO,61100,6110,12220,42770,N
43,490514,2000,1101.83,MALE,High School,exec-managerial,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,3,None,0,3,YES,51900,5190,10380,36330,Y
32,669809,1000,1722.5,MALE,High School,other-service,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,1,None,0,2,None,76900,7690,7690,61520,N
42,182953,500,944.03,MALE,College,handlers-cleaners,not-in-family,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,1,YES,2,3,None,77000,15400,7700,53900,Y
46,591269,500,1672.88,FEMALE,High School,armed-forces,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Columbus,1,YES,1,1,NO,60700,12140,6070,42490,N
21,550127,1000,1248.05,FEMALE,High School,exec-managerial,husband,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,3,YES,1,2,None,53280,5920,0,47360,N
30,681486,1000,1347.04,MALE,High School,sales,own-child,0,-82100,Parked Car,None,Minor Damage,None,SC,Northbend,1,None,1,2,YES,6480,540,1080,4860,N
38,941851,1000,1310.8,FEMALE,Masters,craft-repair,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,1,YES,0,1,None,87200,17440,8720,61040,N
41,186934,1000,1436.79,FEMALE,PhD,prof-specialty,wife,70900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,1,YES,2,3,None,108480,18080,18080,72320,N
34,918516,500,1383.49,FEMALE,Masters,armed-forces,other-relative,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Arlington,3,None,2,3,YES,67500,7500,7500,52500,N
62,533940,2000,1356.92,MALE,Associate,handlers-cleaners,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Arlington,1,None,0,1,YES,46980,5220,5220,36540,N
60,556080,1000,766.19,FEMALE,Associate,sales,husband,0,0,Parked Car,None,Minor Damage,Police,WV,Columbus,1,None,0,3,None,5060,460,920,3680,N
